t,cycle,phase,kpa,amp
144.93,1,hold,-56.23,0.65
145.02,1,hold,-56.19,0.57
145.1,1,hold,-56.2,0.57
145.19,1,hold,-56.2,0.65
145.28,1,hold,-56.18,0.57
145.36,1,hold,-56.16,0.65
145.45,1,hold,-56.19,0.49
145.53,1,hold,-56.16,0.57
145.62,1,hold,-56.16,0.65
145.71,1,hold,-56.16,0.65
145.79,1,hold,-56.13,0.49
145.88,1,hold,-56.14,0.57
145.96,1,hold,-56.14,0.65
146.05,1,hold,-56.12,0.73
146.13,1,hold,-56.1,0.73
146.22,1,hold,-56.11,0.57
146.31,1,hold,-56.11,0.65
146.39,1,hold,-56.11,0.49
146.48,1,hold,-56.09,0.73
146.56,1,hold,-56.07,0.65
146.65,1,hold,-56.08,0.73
146.73,1,hold,-56.08,0.73
146.82,1,hold,-56.07,0.65
146.91,1,hold,-56.04,0.57
146.99,1,hold,-56.06,0.81
147.08,1,hold,-56.06,0.73
147.16,1,hold,-56.07,0.57
147.25,1,hold,-56.02,0.49
147.34,1,hold,-56.03,0.57
147.42,1,hold,-56.02,0.65
147.5,1,hold,-56.02,0.57
147.59,1,hold,-56.02,0.65
147.68,1,hold,-55.99,0.65
147.76,1,hold,-56.01,0.65
147.85,1,hold,-55.99,0.49
147.93,1,hold,-56.02,0.65
148.02,1,hold,-55.98,0.57
148.1,1,hold,-55.97,0.65
148.19,1,hold,-55.96,0.57
148.27,1,hold,-55.97,0.57
148.36,1,hold,-55.97,0.49
148.45,1,hold,-55.94,0.57
148.53,1,hold,-55.94,0.57
148.62,1,hold,-55.93,0.65
148.7,1,hold,-55.94,0.49
148.79,1,hold,-55.94,0.57
148.87,1,hold,-55.91,0.57
148.96,1,hold,-55.9,0.65
149.04,1,hold,-55.91,0.57
149.13,1,hold,-55.9,0.65
149.22,1,hold,-55.89,0.65
149.3,1,hold,-55.87,0.57
149.39,1,hold,-55.89,0.65
149.47,1,hold,-55.88,0.57
149.56,1,hold,-55.89,0.73
149.64,1,hold,-55.85,0.49
149.73,1,hold,-55.85,0.65
149.82,1,hold,-55.84,0.57
149.9,1,hold,-55.85,0.65
149.99,1,hold,-55.83,0.57
150.07,1,hold,-55.83,0.65
150.16,1,hold,-55.82,0.65
150.24,1,hold,-55.81,0.73
150.33,1,hold,-55.82,0.57
150.42,1,hold,-55.79,0.65
150.5,1,hold,-55.79,0.49
150.59,1,hold,-55.79,0.49
150.67,1,hold,-55.79,0.65
150.76,1,hold,-55.79,0.65
150.84,1,hold,-55.76,0.57
150.93,1,hold,-55.77,0.73
151.01,1,hold,-55.76,0.73
151.1,1,hold,-55.76,0.57
151.18,1,hold,-55.74,0.65
151.27,1,hold,-55.74,0.57
151.35,1,hold,-55.72,0.57
151.44,1,hold,-55.72,0.65
151.53,1,hold,-55.73,0.81
151.61,1,hold,-55.69,0.49
151.7,1,hold,-55.69,0.65
151.78,1,hold,-55.71,0.49
151.87,1,hold,-55.71,0.65
151.96,1,hold,-55.67,0.73
152.04,1,hold,-55.69,0.49
152.13,1,hold,-55.69,0.57
152.21,1,hold,-55.67,0.73
152.3,1,hold,-55.67,0.57
152.38,1,hold,-55.69,0.65
152.47,1,hold,-55.65,0.73
152.55,1,hold,-55.66,0.57
152.64,1,hold,-55.65,0.65
152.72,1,hold,-55.65,0.49
152.81,1,hold,-55.62,0.57
152.89,1,hold,-55.61,0.65
152.98,1,hold,-55.62,0.57
153.06,1,hold,-55.61,0.49
153.15,1,hold,-55.59,0.57
153.24,1,hold,-55.59,0.57
153.32,1,hold,-55.58,0.49
153.41,1,hold,-55.59,0.49
153.49,1,hold,-55.59,0.81
153.58,1,hold,-55.56,0.73
153.66,1,hold,-55.56,0.65
153.75,1,hold,-55.57,0.65
153.84,1,hold,-55.55,0.65
153.92,1,hold,-55.52,0.65
154.0,1,hold,-55.52,0.73
154.09,1,hold,-55.54,0.57
154.18,1,hold,-55.52,0.57
154.26,1,hold,-55.53,0.57
154.34,1,hold,-55.54,0.57
154.43,1,hold,-55.51,0.65
154.52,1,hold,-55.51,0.65
154.6,1,hold,-55.49,0.73
154.69,1,hold,-55.51,0.49
154.77,1,hold,-55.47,0.65
154.86,1,hold,-55.46,0.65
154.94,1,hold,-55.47,0.57
155.03,1,hold,-55.47,0.65
155.11,1,hold,-55.46,0.57
155.2,1,hold,-55.47,0.49
155.29,1,hold,-55.44,0.65
155.37,1,hold,-55.44,0.49
155.46,1,hold,-55.44,0.57
155.55,1,hold,-55.44,0.57
155.63,1,hold,-55.41,0.65
155.72,1,hold,-55.41,0.57
155.8,1,hold,-55.41,0.73
155.89,1,hold,-55.41,0.57
155.97,1,hold,-55.38,0.65
156.06,1,hold,-55.39,0.49
156.15,1,hold,-55.38,0.57
156.23,1,hold,-55.39,0.49
156.32,1,hold,-55.38,0.65
156.4,1,hold,-55.35,0.57
156.49,1,hold,-55.35,0.57
156.57,1,hold,-55.36,0.49
156.66,1,hold,-55.35,0.57
156.74,1,hold,-55.34,0.73
156.83,1,hold,-55.32,0.49
156.92,1,hold,-55.34,0.49
157.0,1,hold,-55.32,0.73
157.09,1,hold,-55.32,0.57
157.17,1,hold,-55.29,0.57
157.26,1,hold,-55.31,0.65
157.35,1,hold,-55.3,0.49
157.43,1,hold,-55.3,0.65
157.52,1,hold,-55.29,0.65
157.6,1,hold,-55.26,0.49
157.69,1,hold,-55.27,0.57
157.78,1,hold,-55.27,0.65
157.86,1,hold,-55.23,0.57
157.95,1,hold,-55.24,0.65
158.03,1,hold,-55.24,0.57
158.12,1,hold,-55.24,0.57
158.2,1,hold,-55.24,0.65
158.29,1,hold,-55.25,0.57
158.37,1,hold,-55.21,0.65
158.46,1,hold,-55.21,0.65
158.54,1,hold,-55.21,0.73
158.63,1,hold,-55.21,0.57
158.72,1,hold,-55.21,0.57
158.8,1,hold,-55.19,0.65
158.89,1,hold,-55.19,0.57
158.97,1,hold,-55.21,0.73
159.06,1,hold,-55.17,0.65
159.15,1,hold,-55.15,0.65
159.23,1,hold,-55.17,0.49
159.32,1,hold,-55.16,0.73
159.4,1,hold,-55.16,0.65
159.49,1,hold,-55.17,0.65
159.58,1,hold,-55.13,0.65
159.66,1,hold,-55.12,0.57
159.75,1,hold,-55.13,0.65
159.83,1,hold,-55.12,0.49
159.92,1,hold,-55.13,0.57
160.0,1,hold,-55.09,0.65
160.09,1,hold,-55.11,0.73
160.17,1,hold,-55.09,0.41
160.26,1,hold,-55.1,0.49
160.35,1,hold,-55.06,0.57
160.43,1,hold,-55.07,0.65
160.52,1,hold,-55.06,0.65
160.61,1,hold,-55.07,0.49
160.69,1,hold,-55.04,0.49
160.78,1,hold,-55.04,0.65
160.86,1,hold,-55.03,0.49
160.95,1,hold,-55.04,0.65
161.04,1,hold,-55.01,0.49
161.12,1,hold,-55.02,0.65
161.21,1,hold,-55.02,0.57
161.29,1,hold,-55.01,0.81
161.38,1,hold,-54.99,0.73
161.46,1,hold,-55.01,0.65
161.55,1,hold,-54.98,0.65
161.64,1,hold,-55.01,0.49
161.72,1,hold,-69.11,0.65
161.81,1,hold,-77.17,0.57
161.89,1,hold,-80.64,0.49
161.98,1,hold,-81.02,0.65
162.06,1,hold,-80.99,0.57
162.15,1,hold,-80.91,0.65
162.23,1,hold,-80.86,0.57
162.32,1,hold,-80.82,0.65
162.41,1,hold,-80.77,0.57
162.49,1,hold,-80.74,0.73
162.58,1,hold,-80.7,0.65
162.66,1,hold,-80.69,0.49
162.75,1,hold,-80.62,0.49
162.83,1,hold,-80.62,0.57
162.92,1,hold,-80.59,0.49
163.01,1,hold,-80.56,0.57
163.09,1,hold,-80.53,0.65
163.17,1,hold,-80.51,0.57
163.26,1,hold,-80.47,0.73
163.35,1,hold,-80.46,0.73
163.44,1,hold,-80.46,0.57
163.52,1,hold,-80.42,0.57
163.61,1,hold,-80.41,0.65
163.7,1,hold,-80.37,0.57
163.78,1,hold,-80.37,0.57
163.87,1,hold,-80.35,0.65
163.95,1,hold,-80.32,0.57
164.04,1,hold,-80.3,0.57
164.12,1,hold,-80.31,0.57
164.21,1,hold,-80.27,0.73
164.29,1,hold,-80.27,0.57
164.38,1,hold,-80.26,0.73
164.47,1,hold,-80.22,0.49
164.55,1,hold,-80.19,0.65
164.64,1,hold,-80.19,0.73
164.72,1,hold,-80.17,0.81
164.81,1,hold,-80.16,0.65
164.9,1,hold,-80.15,0.57
164.98,1,hold,-80.12,0.49
165.07,1,hold,-80.12,0.73
165.15,1,hold,-80.09,0.57
165.24,1,hold,-80.09,0.41
165.32,1,hold,-80.06,0.57
165.41,1,hold,-80.06,0.73
165.49,1,hold,-80.07,0.65
165.58,1,hold,-80.03,0.65
165.67,1,hold,-80.03,0.57
165.75,1,hold,-80.01,0.49
165.83,1,hold,-79.98,0.73
165.92,1,hold,-79.99,0.65
166.01,1,hold,-79.97,0.57
166.09,1,hold,-79.96,0.65
166.18,1,hold,-79.94,0.57
166.27,1,hold,-79.93,0.65
166.35,1,hold,-79.92,0.65
166.44,1,hold,-79.92,0.73
166.52,1,hold,-79.88,0.65
166.61,1,hold,-79.89,0.49
166.7,1,hold,-79.87,0.65
166.78,1,hold,-79.87,0.65
166.87,1,hold,-79.86,0.49
166.96,1,hold,-79.84,0.57
167.04,1,hold,-79.83,0.65
167.12,1,hold,-79.81,0.41
167.21,1,hold,-79.81,0.57
167.3,1,hold,-79.77,0.49
167.38,1,hold,-79.78,0.65
167.47,1,hold,-79.74,0.57
167.55,1,hold,-79.74,0.57
167.64,1,hold,-79.74,0.65
167.72,1,hold,-79.72,0.65
167.81,1,hold,-79.71,0.73
167.89,1,hold,-79.71,0.57
167.98,1,hold,-79.69,0.57
168.07,1,hold,-79.68,0.49
168.15,1,hold,-79.66,0.81
168.24,1,hold,-79.65,0.57
168.32,1,hold,-79.65,0.65
168.41,1,hold,-79.63,0.65
168.49,1,hold,-79.64,0.57
168.58,1,hold,-79.62,0.65
168.66,1,hold,-79.59,0.49
168.75,1,hold,-79.59,0.73
168.83,1,hold,-79.61,0.65
168.92,1,hold,-79.57,0.49
169.01,1,hold,-79.57,0.65
169.09,1,hold,-79.56,0.65
169.18,1,hold,-79.54,0.73
169.26,1,hold,-79.54,0.65
169.35,1,hold,-79.52,0.57
169.43,1,hold,-79.52,0.65
169.52,1,hold,-79.52,0.49
169.61,1,hold,-79.48,0.57
169.69,1,hold,-79.48,0.65
169.78,1,hold,-79.47,0.57
169.86,1,hold,-79.46,0.65
169.95,1,hold,-79.46,0.49
170.03,1,hold,-79.45,0.57
170.12,1,hold,-79.42,0.65
170.2,1,hold,-79.42,0.81
170.29,1,hold,-79.39,0.49
170.38,1,hold,-79.4,0.65
170.46,1,hold,-79.4,0.49
170.55,1,hold,-79.36,0.57
170.63,1,hold,-79.38,0.73
170.72,1,hold,-79.38,0.65
170.8,1,hold,-79.37,0.65
170.89,1,hold,-79.32,0.57
170.98,1,hold,-79.33,0.65
171.06,1,hold,-79.31,0.65
171.15,1,hold,-79.31,0.65
171.23,1,hold,-79.31,0.65
171.32,1,hold,-79.27,0.57
171.4,1,hold,-79.27,0.65
171.49,1,hold,-79.28,0.57
171.57,1,hold,-79.26,0.65
171.66,1,hold,-79.25,0.73
171.74,1,hold,-79.25,0.57
171.83,1,hold,-79.22,0.65
171.91,1,hold,-79.22,0.57
172.0,1,hold,-79.22,0.57
172.08,1,hold,-79.19,0.49
172.17,1,hold,-79.19,0.57
172.26,1,hold,-79.19,0.57
172.34,1,hold,-79.16,0.57
172.43,1,hold,-79.15,0.65
172.51,1,hold,-79.16,0.65
172.6,1,hold,-79.13,0.49
172.69,1,hold,-79.14,0.73
172.77,1,hold,-79.13,0.57
172.86,1,hold,-79.11,0.49
172.94,1,hold,-79.11,0.57
173.03,1,hold,-79.09,0.57
173.11,1,hold,-79.07,0.57
173.2,1,hold,-79.07,0.65
173.29,1,hold,-79.07,0.73
173.37,1,hold,-79.05,0.57
173.46,1,hold,-79.04,0.57
173.54,1,hold,-79.05,0.65
173.63,1,hold,-79.01,0.57
173.71,1,hold,-79.02,0.57
173.8,1,hold,-79.02,0.57
173.88,1,hold,-79.01,0.65
173.97,1,hold,-78.99,0.73
174.05,1,hold,-78.99,0.57
174.14,1,hold,-78.97,0.65
174.23,1,hold,-78.96,0.65
174.31,1,hold,-78.97,0.57
174.4,1,hold,-78.95,0.81
174.48,1,hold,-78.92,0.65
174.57,1,hold,-78.93,0.73
174.65,1,hold,-78.92,0.65
174.74,1,hold,-78.91,0.65
174.83,1,hold,-78.91,0.65
174.91,1,hold,-78.87,0.57
174.99,1,hold,-78.88,0.57
175.08,1,hold,-78.88,0.49
175.17,1,hold,-78.85,0.57
175.25,1,hold,-78.86,0.65
175.34,1,hold,-78.84,0.57
175.42,1,hold,-78.85,0.57
175.51,1,hold,-78.81,0.65
175.59,1,hold,-78.82,0.57
175.68,1,hold,-78.81,0.73
175.77,1,hold,-78.79,0.73
175.85,1,hold,-78.78,0.65
175.94,1,hold,-78.79,0.65
176.02,1,hold,-78.79,0.65
176.11,1,hold,-78.76,0.73
176.19,1,hold,-78.76,0.57
176.28,1,hold,-78.77,0.49
176.36,1,hold,-78.72,0.65
176.45,1,hold,-78.73,0.49
176.54,1,hold,-78.72,0.73
176.62,1,hold,-78.7,0.65
176.71,1,hold,-78.69,0.57
176.79,1,hold,-78.69,0.65
176.88,1,hold,-78.68,0.49
176.96,1,hold,-78.66,0.49
177.05,1,hold,-78.66,0.65
177.13,1,hold,-78.67,0.49
177.22,1,hold,-78.64,0.65
177.31,1,hold,-78.63,0.65
177.39,1,hold,-78.64,0.49
177.48,1,hold,-78.63,0.49
177.56,1,hold,-78.61,0.49
177.65,1,hold,-78.62,0.57
177.74,1,hold,-78.58,0.65
177.82,1,hold,-78.58,0.65
177.91,1,hold,-78.59,0.49
177.99,1,hold,-78.58,0.73
178.08,1,hold,-78.55,0.57
178.16,1,hold,-78.55,0.65
178.25,1,hold,-78.54,0.65
178.33,1,hold,-78.53,0.65
178.42,1,hold,-78.52,0.49
178.5,1,hold,-78.53,0.65
178.59,1,hold,-78.52,0.65
178.68,1,hold,-78.49,0.65
178.76,1,hold,-78.49,0.57
178.85,1,hold,-78.46,0.73
178.93,1,hold,-78.46,0.57
179.02,1,hold,-78.47,0.49
179.1,1,hold,-78.46,0.57
179.19,1,hold,-78.43,0.73
179.27,1,hold,-78.44,0.73
179.36,1,hold,-78.44,0.57
179.45,1,hold,-78.4,0.65
179.53,1,hold,-78.4,0.57
179.62,1,hold,-78.41,0.57
179.7,1,hold,-78.39,0.49
179.79,1,hold,-78.36,0.49
179.88,1,hold,-78.38,0.57
179.96,1,hold,-78.36,0.73
180.05,1,hold,-78.34,0.49
180.13,1,hold,-78.34,0.49
180.22,1,hold,-78.34,0.57
180.3,1,hold,-78.31,0.65
180.39,1,hold,-78.31,0.57
180.48,1,hold,-78.31,0.49
180.56,1,hold,-78.29,0.57
180.65,1,hold,-78.29,0.73
180.73,1,hold,-78.3,0.49
180.82,1,hold,-78.26,0.57
180.9,1,hold,-78.26,0.49
180.99,1,hold,-78.26,0.65
181.08,1,hold,-78.26,0.73
181.16,1,hold,-78.24,0.57
181.25,1,hold,-78.23,0.65
181.33,1,hold,-78.23,0.57
181.42,1,hold,-78.2,0.57
181.5,1,hold,-78.19,0.65
181.59,1,hold,-78.2,0.49
181.67,1,hold,-78.19,0.57
181.76,1,hold,-78.17,0.49
181.84,1,hold,-78.18,0.57
181.93,1,hold,-78.16,0.73
182.01,1,hold,-78.14,0.65
182.1,1,hold,-78.14,0.65
182.19,1,hold,-78.14,0.65
182.27,1,hold,-78.11,0.57
182.36,1,hold,-78.11,0.57
182.44,1,hold,-78.11,0.65
182.53,1,hold,-78.07,0.65
182.61,1,hold,-78.08,0.49
182.7,1,hold,-78.08,0.73
182.79,1,hold,-78.07,0.57
182.87,1,hold,-78.05,0.49
182.96,1,hold,-78.06,0.65
183.04,1,hold,-78.05,0.57
183.13,1,hold,-78.02,0.57
183.21,1,hold,-78.02,0.57
183.3,1,hold,-78.02,0.57
183.38,1,hold,-78.02,0.65
183.47,1,hold,-77.99,0.65
183.56,1,hold,-77.99,0.49
183.64,1,hold,-77.99,0.65
183.73,1,hold,-77.96,0.65
183.82,1,hold,-77.95,0.73
183.9,1,hold,-77.98,0.57
183.99,1,hold,-77.95,0.73
184.08,1,hold,-77.94,0.73
184.16,1,hold,-77.95,0.73
184.25,1,hold,-77.91,0.65
184.33,1,hold,-77.91,0.49
184.42,1,hold,-77.91,0.49
184.51,1,hold,-77.92,0.57
184.59,1,hold,-77.88,0.65
184.68,1,hold,-77.87,0.65
184.76,1,hold,-77.87,0.49
184.85,1,hold,-77.84,0.49
184.93,1,hold,-77.86,0.81
185.02,1,hold,-77.86,0.57
185.1,1,hold,-77.82,0.65
185.19,1,hold,-77.84,0.65
185.27,1,hold,-77.82,0.57
185.36,1,hold,-77.82,0.73
185.45,1,hold,-77.78,0.57
185.53,1,hold,-77.78,0.49
185.62,1,hold,-77.79,0.65
185.7,1,hold,-77.77,0.57
185.79,1,hold,-77.76,0.81
185.87,1,hold,-77.77,0.65
185.96,1,hold,-77.77,0.57
186.04,1,hold,-77.72,0.49
186.13,1,hold,-77.72,0.65
186.22,1,hold,-77.74,0.57
186.3,1,hold,-77.71,0.65
186.39,1,hold,-77.69,0.81
186.47,1,hold,-77.71,0.65
186.56,1,hold,-77.69,0.49
186.65,1,hold,-77.68,0.73
186.73,1,hold,-77.67,0.57
186.82,1,hold,-77.67,0.65
186.9,1,hold,-77.65,0.65
186.99,1,hold,-77.65,0.65
187.07,1,hold,-77.65,0.49
187.16,1,hold,-77.62,0.57
187.24,1,hold,-77.61,0.49
187.33,1,hold,-77.61,0.65
187.42,1,hold,-77.59,0.65
187.5,1,hold,-77.58,0.57
187.59,1,hold,-77.59,0.57
187.68,1,hold,-77.59,0.57
187.76,1,hold,-77.56,0.57
187.85,1,hold,-77.56,0.49
187.93,1,hold,-77.56,0.49
188.02,1,hold,-77.54,0.65
188.1,1,hold,-77.53,0.41
188.19,1,hold,-77.53,0.65
188.28,1,hold,-77.53,0.49
188.36,1,hold,-77.52,0.65
188.45,1,hold,-77.5,0.57
188.53,1,hold,-77.5,0.49
188.62,1,hold,-77.5,0.65
188.7,1,hold,-77.47,0.65
188.79,1,hold,-77.47,0.65
188.87,1,hold,-77.47,0.49
188.96,1,hold,-77.45,0.65
189.05,1,hold,-77.44,0.57
189.13,1,hold,-77.44,0.73
189.22,1,hold,-77.41,0.73
189.31,1,hold,-77.42,0.49
189.39,1,hold,-77.42,0.57
189.48,1,hold,-77.4,0.49
189.56,1,hold,-77.4,0.65
189.65,1,hold,-77.37,0.57
189.73,1,hold,-77.38,0.49
189.82,1,hold,-77.38,0.65
189.9,1,hold,-77.36,0.41
189.99,1,hold,-77.36,0.65
190.08,1,hold,-77.35,0.65
190.16,1,hold,-77.32,0.57
190.25,1,hold,-77.33,0.49
190.33,1,hold,-77.33,0.57
190.42,1,hold,-77.33,0.73
190.5,1,hold,-77.31,0.65
190.59,1,hold,-77.29,0.49
190.68,1,hold,-77.31,0.49
190.76,1,hold,-77.3,0.49
190.85,1,hold,-77.27,0.57
190.93,1,hold,-77.27,0.49
191.02,1,hold,-77.27,0.73
191.1,1,hold,-77.24,0.57
191.19,1,hold,-77.24,0.49
191.28,1,hold,-77.24,0.57
191.36,1,hold,-77.22,0.57
191.45,1,hold,-77.21,0.49
191.53,1,hold,-77.21,0.65
191.62,1,hold,-77.18,0.57
191.7,1,hold,-77.18,0.73
191.79,1,hold,-77.18,0.57
191.87,1,hold,-77.17,0.65
191.96,1,hold,-77.17,0.73
192.05,1,hold,-77.15,0.57
192.14,1,hold,-77.14,0.57
192.22,1,hold,-77.15,0.65
192.31,1,hold,-77.12,0.57
192.39,1,hold,-77.11,0.57
192.48,1,hold,-77.12,0.57
192.56,1,hold,-77.09,0.73
192.65,1,hold,-77.1,0.57
192.74,1,hold,-77.09,0.49
192.82,1,hold,-77.09,0.65
192.91,1,hold,-77.06,0.49
192.99,1,hold,-77.07,0.65
193.08,1,hold,-77.07,0.49
193.16,1,hold,-77.07,0.57
193.25,1,hold,-77.04,0.73
193.33,1,hold,-77.03,0.73
193.42,1,hold,-77.02,0.49
193.5,1,hold,-77.03,0.49
193.59,1,hold,-77.01,0.57
193.67,1,hold,-77.0,0.65
193.76,1,hold,-77.01,0.73
193.84,1,hold,-76.98,0.57
193.93,1,hold,-76.98,0.73
194.02,1,hold,-76.96,0.57
194.1,1,hold,-76.97,0.57
194.19,1,hold,-76.95,0.65
194.28,1,hold,-76.94,0.65
194.36,1,hold,-76.94,0.73
194.45,1,hold,-76.92,0.49
194.53,1,hold,-76.92,0.65
194.62,1,hold,-76.91,0.73
194.7,1,hold,-76.92,0.49
194.79,1,hold,-76.91,0.65
194.88,1,hold,-76.89,0.49
194.96,1,hold,-76.89,0.57
195.05,1,hold,-76.9,0.73
195.13,1,hold,-76.85,0.65
195.22,1,hold,-76.86,0.57
195.3,1,hold,-76.85,0.57
195.39,1,hold,-76.84,0.73
195.48,1,hold,-76.84,0.57
195.56,1,hold,-76.81,0.49
195.65,1,hold,-76.82,0.49
195.73,1,hold,-76.81,0.65
195.82,1,hold,-76.81,0.65
195.9,1,hold,-76.81,0.73
195.99,1,hold,-76.81,0.49
196.07,1,hold,-76.77,0.65
196.16,1,hold,-76.77,0.65
196.25,1,hold,-76.79,0.49
196.33,1,hold,-76.77,0.57
196.42,1,hold,-76.74,0.73
196.51,1,hold,-76.73,0.73
196.59,1,hold,-76.76,0.65
196.68,1,hold,-76.72,0.57
196.76,1,hold,-76.71,0.57
196.85,1,hold,-76.71,0.65
196.93,1,hold,-76.71,0.49
197.02,1,hold,-76.68,0.65
197.1,1,hold,-76.69,0.57
197.19,1,hold,-76.68,0.49
197.28,1,hold,-76.67,0.65
197.36,1,hold,-76.66,0.57
197.45,1,hold,-76.65,0.49
197.54,1,hold,-76.65,0.65
197.62,1,hold,-76.64,0.65
197.71,1,hold,-76.62,0.65
197.79,1,hold,-76.62,0.57
197.88,1,hold,-76.62,0.49
197.96,1,hold,-76.61,0.65
198.05,1,hold,-76.59,0.49
198.13,1,hold,-76.6,0.57
198.22,1,hold,-76.59,0.57
198.3,1,hold,-76.57,0.41
198.39,1,hold,-76.56,0.65
198.47,1,hold,-76.57,0.81
198.56,1,hold,-76.53,0.57
198.64,1,hold,-76.54,0.57
198.73,1,hold,-76.54,0.65
198.82,1,hold,-76.54,0.65
198.91,1,hold,-76.51,0.65
198.99,1,hold,-76.51,0.41
199.08,1,hold,-76.51,0.65
199.16,1,hold,-76.52,0.65
199.25,1,hold,-76.48,0.57
199.34,1,hold,-76.48,0.73
199.42,1,hold,-76.47,0.57
199.51,1,hold,-76.47,0.49
199.6,1,hold,-76.45,0.57
199.68,1,hold,-76.46,0.73
199.77,1,hold,-76.45,0.73
199.85,1,hold,-76.44,0.73
199.94,1,hold,-76.43,0.65
200.02,1,hold,-76.43,0.81
200.11,1,hold,-76.44,0.65
200.2,1,hold,-76.4,0.49
200.28,1,hold,-76.39,0.57
200.37,1,hold,-76.4,0.65
200.45,1,hold,-76.37,0.73
200.54,1,hold,-76.36,0.49
200.62,1,hold,-76.36,0.65
200.71,1,hold,-76.38,0.49
200.8,1,hold,-76.33,0.57
200.88,1,hold,-76.35,0.57
200.96,1,hold,-76.33,0.49
201.05,1,hold,-76.34,0.73
201.14,1,hold,-76.3,0.57
201.22,1,hold,-76.31,0.73
201.31,1,hold,-76.3,0.73
201.39,1,hold,-76.27,0.65
201.48,1,hold,-76.27,0.49
201.57,1,hold,-76.28,0.73
201.65,1,hold,-76.26,0.57
201.74,1,hold,-76.26,0.49
201.83,1,hold,-76.24,0.73
201.91,1,hold,-76.22,0.65
202.0,1,hold,-76.21,0.73
202.08,1,hold,-76.22,0.49
202.17,1,hold,-76.22,0.65
202.26,1,hold,-76.22,0.57
202.34,1,hold,-76.19,0.49
202.43,1,hold,-76.19,0.49
202.52,1,hold,-76.19,0.49
202.6,1,hold,-76.19,0.73
202.69,1,hold,-76.17,0.57
202.77,1,hold,-76.17,0.73
202.86,1,hold,-76.16,0.65
202.94,1,hold,-76.17,0.65
203.03,1,hold,-76.13,0.49
203.11,1,hold,-76.13,0.49
203.2,1,hold,-76.14,0.57
203.28,1,hold,-76.1,0.73
203.37,1,hold,-76.11,0.49
203.45,1,hold,-76.11,0.73
203.54,1,hold,-76.11,0.49
203.63,1,hold,-76.09,0.49
203.71,1,hold,-76.07,0.73
203.8,1,hold,-76.08,0.73
203.88,1,hold,-76.07,0.49
203.97,1,hold,-76.05,0.57
204.06,1,hold,-76.05,0.65
204.14,1,hold,-76.04,0.41
204.23,1,hold,-76.01,0.57
204.31,1,hold,-76.01,0.65
204.4,1,hold,-76.01,0.65
204.49,1,hold,-76.01,0.65
204.57,1,hold,-75.99,0.65
204.66,1,hold,-75.99,0.57
204.74,1,hold,-75.99,0.57
204.83,1,hold,-75.99,0.57
204.91,1,hold,-75.96,0.57
205.0,1,hold,-75.96,0.73
205.08,1,hold,-75.96,0.57
205.17,1,hold,-75.95,0.57
205.25,1,hold,-75.94,0.73
205.34,1,hold,-75.93,0.73
205.43,1,hold,-75.92,0.65
205.51,1,hold,-75.93,0.57
205.6,1,hold,-75.9,0.57
205.68,1,hold,-75.91,0.49
205.77,1,hold,-75.9,0.57
205.85,1,hold,-75.86,0.65
205.94,1,hold,-75.87,0.73
206.02,1,hold,-75.87,0.65
206.11,1,hold,-75.87,0.73
206.19,1,hold,-75.84,0.65
206.28,1,hold,-75.85,0.57
206.36,1,hold,-75.84,0.73
206.45,1,hold,-75.85,0.49
206.53,1,hold,-75.81,0.57
206.62,1,hold,-75.81,0.57
206.71,1,hold,-75.81,0.65
206.79,1,hold,-75.81,0.57
206.88,1,hold,-75.78,0.49
206.96,1,hold,-75.78,0.57
207.05,1,hold,-75.77,0.57
207.14,1,hold,-75.77,0.57
207.22,1,hold,-75.77,0.65
207.31,1,hold,-75.74,0.49
207.39,1,hold,-75.75,0.57
207.48,1,hold,-75.75,0.65
207.56,1,hold,-75.72,0.57
207.65,1,hold,-75.72,0.73
207.74,1,hold,-75.72,0.65
207.82,1,hold,-75.71,0.57
207.9,1,hold,-75.69,0.49
207.99,1,hold,-75.7,0.65
208.08,1,hold,-75.67,0.57
208.16,1,hold,-75.68,0.65
208.25,1,hold,-75.66,0.65
208.33,1,hold,-75.67,0.49
208.42,1,hold,-75.66,0.49
208.51,1,hold,-75.64,0.49
208.59,1,hold,-75.64,0.65
208.68,1,hold,-75.63,0.73
208.76,1,hold,-75.62,0.49
208.85,1,hold,-75.63,0.65
208.93,1,hold,-75.6,0.57
209.02,1,hold,-75.61,0.49
209.1,1,hold,-75.58,0.57
209.19,1,hold,-75.57,0.57
209.27,1,hold,-75.57,0.49
209.36,1,hold,-75.59,0.73
209.44,1,hold,-75.54,0.49
209.53,1,hold,-75.56,0.73
209.62,1,hold,-75.56,0.57
209.7,1,hold,-75.52,0.57
209.79,1,hold,-75.52,0.57
209.87,1,hold,-75.52,0.49
209.96,1,hold,-75.52,0.57
210.04,1,hold,-75.51,0.57
210.13,1,hold,-75.49,0.65
210.22,1,hold,-75.49,0.49
210.3,1,hold,-75.49,0.57
210.39,1,hold,-75.46,0.49
210.47,1,hold,-75.46,0.73
210.56,1,hold,-75.46,0.57
210.65,1,hold,-75.46,0.73
210.73,1,hold,-75.43,0.57
210.82,1,hold,-75.44,0.57
210.91,1,hold,-75.43,0.57
210.99,1,hold,-75.42,0.65
211.08,1,hold,-75.41,0.57
211.16,1,hold,-75.41,0.57
211.25,1,hold,-75.41,0.65
211.34,1,hold,-75.39,0.73
