t,cycle,phase,kpa,amp
1.03,1,precharge,0.01,0.0
1.1,1,precharge,0.01,0.0
1.17,1,precharge,0.02,0.0
1.25,1,precharge,0.03,0.0
1.32,1,precharge,0.04,0.0
1.4,1,precharge,0.01,0.0
1.48,1,precharge,0.04,0.0
1.55,1,precharge,0.03,0.0
1.62,1,precharge,0.02,0.0
1.7,1,precharge,0.03,0.0
1.77,1,precharge,0.02,0.0
1.85,1,precharge,0.03,0.08
1.92,1,precharge,0.04,0.0
1.99,1,precharge,0.03,0.0
2.07,1,precharge,0.01,0.0
2.14,1,precharge,0.03,0.0
2.22,1,precharge,0.04,0.0
2.29,1,precharge,0.04,0.0
2.37,1,precharge,0.05,0.0
2.44,1,precharge,0.03,0.0
2.52,1,precharge,0.06,0.0
2.59,1,approach,0.07,0.08
2.64,1,approach,0.06,0.08
2.69,1,approach,0.06,0.08
2.74,1,approach,0.06,0.08
2.79,1,approach,0.05,0.0
2.84,1,approach,0.03,0.08
2.88,1,approach,0.04,0.0
2.93,1,approach,0.06,0.08
2.98,1,approach,0.05,0.08
3.02,1,approach,0.05,0.08
3.07,1,approach,0.04,0.08
3.12,1,approach,0.06,0.0
3.17,1,approach,0.06,0.08
3.21,1,approach,0.05,0.08
3.26,1,approach,0.05,0.08
3.31,1,approach,0.06,0.08
3.36,1,approach,0.04,0.08
3.41,1,approach,0.06,0.16
3.46,1,approach,0.05,0.08
3.51,1,approach,0.06,0.0
3.55,1,approach,0.06,0.08
3.6,1,approach,0.04,0.08
3.65,1,approach,0.04,0.08
3.7,1,approach,0.04,0.08
3.75,1,approach,0.06,0.16
3.8,1,approach,0.04,0.0
3.84,1,approach,0.06,0.08
3.89,1,approach,0.06,0.08
3.94,1,approach,0.04,0.08
3.99,1,approach,0.04,0.08
4.04,1,approach,0.03,0.16
4.08,1,approach,0.06,0.08
4.13,1,approach,0.06,0.08
4.18,1,approach,0.06,0.16
4.23,1,approach,0.07,0.08
4.28,1,approach,0.04,0.16
4.33,1,approach,0.04,0.08
4.37,1,approach,0.05,0.08
4.42,1,approach,0.04,0.08
4.46,1,approach,0.06,0.08
4.51,1,approach,0.03,0.16
4.56,1,approach,0.04,0.08
4.61,1,approach,0.05,0.16
4.65,1,approach,0.06,0.0
4.7,1,approach,0.06,0.08
4.75,1,approach,0.04,0.16
4.8,1,approach,0.05,0.08
4.85,1,approach,0.05,0.16
4.89,1,approach,0.04,0.08
4.94,1,approach,0.04,0.24
4.99,1,press,0.05,0.16
5.04,1,press,0.06,0.08
5.09,1,press,0.04,0.16
5.14,1,press,0.05,0.16
5.19,1,press,0.06,0.16
5.24,1,press,0.05,0.16
5.28,1,press,0.02,0.16
5.33,1,press,0.05,0.16
5.37,1,press,0.06,0.16
5.42,1,press,0.04,0.16
5.47,1,press,0.04,0.16
5.52,1,press,0.05,0.33
5.57,1,press,0.06,0.33
5.62,1,press,0.05,0.16
5.67,1,press,0.05,0.41
5.72,1,press,0.05,0.24
5.77,1,press,0.05,0.24
5.82,1,press,0.06,0.24
5.87,1,press,0.05,0.16
5.91,1,press,0.04,0.24
5.96,1,press,0.06,0.41
6.01,1,press,0.04,0.24
6.06,1,press,0.05,0.24
6.11,1,press,0.04,0.24
6.16,1,press,0.04,0.16
6.2,1,press,0.04,0.33
6.25,1,press,0.08,0.33
6.3,1,press,0.06,0.16
6.35,1,press,0.04,0.41
6.39,1,press,0.05,0.24
6.44,1,press,0.05,0.41
6.49,1,press,0.07,0.49
6.53,1,press,0.06,0.33
6.58,1,press,0.05,0.41
6.63,1,press,0.05,0.41
6.68,1,press,0.05,0.24
6.73,1,press,0.04,0.33
6.77,1,press,0.09,0.49
6.82,1,press,0.05,0.49
6.87,1,press,0.05,0.41
6.91,1,press,0.05,0.33
6.96,1,press,0.05,0.33
7.0,1,press,0.04,0.49
7.05,1,press,0.04,0.33
7.09,1,press,0.05,0.41
7.14,1,press,0.06,0.33
7.18,1,press,0.05,0.49
7.23,1,press,0.02,0.24
7.27,1,press,0.03,0.41
7.31,1,press,0.04,0.24
7.36,1,press,0.06,0.24
7.4,1,press,0.04,0.24
7.45,1,press,0.04,0.33
7.49,1,press,0.05,0.49
7.54,1,press,0.04,0.24
7.59,1,press,-31.26,0.16
7.65,1,press,-54.71,0.24
7.7,1,hold,-65.55,0.24
7.79,1,hold,-71.52,0.08
7.87,1,hold,-71.31,0.24
7.96,1,hold,-71.21,0.08
8.04,1,hold,-71.13,0.08
8.13,1,hold,-71.04,0.16
8.21,1,hold,-71.01,0.16
8.3,1,hold,-70.95,0.16
8.38,1,hold,-70.89,0.08
8.47,1,hold,-70.86,0.16
8.56,1,hold,-70.8,0.16
8.64,1,hold,-70.77,0.24
8.73,1,hold,-70.74,0.16
8.81,1,hold,-70.69,0.24
8.9,1,hold,-70.67,0.24
8.98,1,hold,-70.62,0.16
9.07,1,hold,-70.59,0.16
9.15,1,hold,-70.57,0.24
9.24,1,hold,-70.56,0.16
9.33,1,hold,-70.52,0.08
9.41,1,hold,-70.49,0.16
9.5,1,hold,-70.46,0.24
9.58,1,hold,-70.44,0.24
9.67,1,hold,-70.43,0.16
9.76,1,hold,-70.41,0.16
9.84,1,hold,-70.37,0.16
9.93,1,hold,-70.34,0.24
10.02,1,hold,-70.32,0.24
10.1,1,hold,-70.28,0.16
10.19,1,hold,-70.28,0.08
10.27,1,hold,-70.25,0.16
10.36,1,hold,-70.23,0.08
10.44,1,hold,-70.19,0.16
10.53,1,hold,-70.19,0.24
10.61,1,hold,-70.16,0.16
10.7,1,hold,-70.15,0.16
10.79,1,hold,-70.14,0.16
10.87,1,hold,-70.12,0.16
10.96,1,hold,-70.09,0.16
11.05,1,hold,-70.09,0.16
11.13,1,hold,-70.06,0.16
11.22,1,hold,-70.01,0.24
11.3,1,hold,-69.99,0.24
11.39,1,hold,-70.01,0.08
11.47,1,hold,-69.97,0.16
11.56,1,hold,-69.94,0.16
11.65,1,hold,-69.93,0.16
11.73,1,hold,-69.92,0.16
11.82,1,hold,-69.88,0.24
11.9,1,hold,-69.86,0.24
11.99,1,hold,-69.85,0.16
12.07,1,hold,-69.84,0.16
12.16,1,hold,-69.82,0.16
12.24,1,hold,-69.78,0.24
12.33,1,hold,-69.77,0.24
12.41,1,hold,-69.78,0.24
12.5,1,hold,-69.74,0.16
12.59,1,hold,-69.74,0.16
12.67,1,hold,-69.71,0.16
12.75,1,vent,-69.71,0.16
12.79,1,vent,-0.82,0.16
12.84,1,vent,0.06,0.16
12.88,1,vent,0.02,0.24
12.93,1,vent,0.04,0.16
12.97,1,vent,0.05,0.16
13.02,1,vent,0.02,0.16
13.06,1,vent,0.04,0.16
13.11,1,vent,0.02,0.16
13.15,1,vent,0.04,0.24
13.2,1,vent,0.05,0.16
13.24,1,vent,0.05,0.16
13.29,1,vent,0.03,0.24
13.33,1,vent,0.03,0.16
13.38,1,vent,0.04,0.24
13.42,1,vent,0.04,0.16
13.47,1,vent,0.06,0.16
13.51,1,vent,0.04,0.16
13.56,1,vent,0.02,0.24
13.6,1,vent,0.03,0.16
13.66,1,vent,0.04,0.16
13.7,1,lift,0.04,0.16
13.75,1,lift,0.05,0.16
13.8,1,lift,0.03,0.16
13.84,1,lift,0.01,0.16
13.89,1,lift,0.03,0.16
13.94,1,lift,0.01,0.08
13.99,1,lift,0.03,0.08
14.04,1,lift,-0.19,0.16
14.09,1,lift,0.03,0.08
14.13,1,lift,0.01,0.08
14.18,1,lift,0.04,0.08
14.23,1,lift,0.02,0.08
14.28,1,lift,0.01,0.08
14.33,1,lift,0.01,0.16
14.37,1,lift,0.04,0.08
14.42,1,lift,0.02,0.08
14.47,1,lift,0.01,0.08
14.52,1,lift,0.01,0.08
14.57,1,lift,0.03,0.08
14.61,1,lift,0.01,0.08
14.66,1,lift,0.01,0.08
14.71,1,lift,0.01,0.08
14.76,1,lift,0.04,0.08
14.81,1,lift,0.02,0.16
14.85,1,lift,0.04,0.08
14.9,1,lift,0.04,0.08
14.95,1,lift,0.03,0.16
15.0,1,lift,0.04,0.08
15.05,1,lift,0.05,0.16
15.1,1,lift,0.05,0.16
15.15,1,lift,0.04,0.08
15.19,1,lift,0.04,0.08
15.24,1,lift,0.06,0.08
15.29,1,lift,0.06,0.16
15.34,1,lift,0.01,0.08
15.38,1,lift,0.05,0.08
15.43,1,lift,0.01,0.08
15.48,1,lift,0.03,0.08
15.53,1,lift,0.01,0.08
15.57,1,lift,0.01,0.16
15.63,1,lift,0.01,0.16
15.68,1,lift,0.01,0.08
15.72,1,lift,0.02,0.08
15.77,1,lift,0.01,0.08
15.82,1,lift,0.01,0.08
15.87,1,lift,0.03,0.08
15.92,1,lift,0.01,0.08
15.97,1,lift,0.01,0.16
16.02,1,lift,0.03,0.08
16.07,1,lift,0.03,0.08
16.11,2,precharge,0.0,0.08
16.19,2,precharge,0.05,0.08
16.26,2,precharge,0.03,0.0
16.34,2,precharge,0.05,0.0
16.41,2,precharge,0.04,0.0
16.48,2,precharge,0.04,0.0
16.56,2,precharge,0.05,0.0
16.63,2,precharge,0.03,0.08
16.71,2,precharge,0.04,0.0
16.78,2,precharge,0.05,0.08
16.85,2,precharge,0.04,0.08
16.93,2,precharge,0.04,0.08
17.0,2,precharge,0.01,0.0
17.08,2,precharge,0.04,0.0
17.15,2,precharge,0.05,0.0
17.23,2,precharge,0.04,0.08
17.3,2,precharge,0.04,0.0
17.37,2,precharge,0.03,0.0
17.45,2,precharge,0.04,0.0
17.52,2,precharge,0.02,0.0
17.6,2,precharge,0.01,0.08
17.68,2,approach,0.05,0.0
17.72,2,approach,0.04,0.0
17.77,2,approach,0.05,0.08
17.82,2,approach,0.04,0.08
17.87,2,approach,0.06,0.0
17.92,2,approach,0.05,0.0
17.97,2,approach,0.05,0.08
18.02,2,approach,0.05,0.0
18.06,2,approach,0.05,0.08
18.11,2,approach,0.04,0.0
18.16,2,approach,0.04,0.08
18.21,2,approach,0.01,0.08
18.26,2,approach,0.02,0.08
18.31,2,approach,0.02,0.0
18.35,2,approach,0.03,0.08
18.4,2,approach,0.03,0.0
18.45,2,approach,0.01,0.08
18.5,2,approach,0.04,0.0
18.54,2,approach,0.04,0.08
18.59,2,approach,0.01,0.0
18.64,2,approach,0.04,0.08
18.68,2,approach,0.02,0.08
18.73,2,approach,0.05,0.08
18.78,2,approach,0.05,0.0
18.83,2,approach,0.04,0.08
18.88,2,approach,0.03,0.08
18.93,2,approach,0.06,0.08
18.97,2,approach,0.06,0.08
19.02,2,approach,0.04,0.08
19.07,2,approach,0.04,0.0
19.11,2,approach,0.04,0.08
19.16,2,approach,0.01,0.0
19.21,2,approach,0.03,0.08
19.26,2,approach,0.03,0.0
19.31,2,approach,0.05,0.08
19.35,2,approach,0.05,0.08
19.4,2,approach,0.03,0.08
19.45,2,approach,0.01,0.08
19.5,2,approach,0.02,0.08
19.55,2,approach,0.04,0.0
19.6,2,approach,0.04,0.08
19.65,2,approach,0.05,0.0
19.69,2,approach,0.04,0.08
19.75,2,approach,0.04,0.08
19.79,2,approach,0.04,0.08
19.84,2,approach,0.03,0.08
19.88,2,approach,0.01,0.08
19.93,2,approach,0.04,0.08
19.98,2,approach,0.05,0.16
20.03,2,approach,0.03,0.08
20.08,2,press,0.04,0.08
20.12,2,press,0.04,0.16
20.17,2,press,0.05,0.16
20.22,2,press,0.04,0.16
20.27,2,press,0.04,0.08
20.32,2,press,0.06,0.16
20.37,2,press,0.04,0.16
20.42,2,press,0.04,0.08
20.46,2,press,0.04,0.33
20.51,2,press,0.04,0.24
20.56,2,press,0.06,0.16
20.61,2,press,0.04,0.16
20.65,2,press,0.04,0.16
20.7,2,press,0.05,0.16
20.75,2,press,0.04,0.24
20.8,2,press,0.06,0.24
20.85,2,press,0.04,0.16
20.9,2,press,0.05,0.24
20.94,2,press,0.04,0.16
20.99,2,press,0.06,0.16
21.04,2,press,0.04,0.24
21.08,2,press,0.05,0.24
21.13,2,press,0.04,0.33
21.18,2,press,0.04,0.24
21.23,2,press,0.05,0.33
21.28,2,press,0.04,0.33
21.33,2,press,0.04,0.41
21.38,2,press,0.06,0.33
21.43,2,press,0.05,0.57
21.47,2,press,0.04,0.24
21.52,2,press,0.04,0.49
21.57,2,press,0.04,0.49
21.62,2,press,0.05,0.41
21.67,2,press,0.04,0.33
21.71,2,press,0.07,0.33
21.76,2,press,0.05,0.57
21.81,2,press,0.04,0.73
21.85,2,press,0.09,0.41
21.9,2,press,0.04,0.33
21.95,2,press,0.04,0.49
21.99,2,press,0.04,0.41
22.04,2,press,0.04,0.24
22.08,2,press,0.05,0.24
22.13,2,press,0.05,0.24
22.17,2,press,0.04,0.33
22.22,2,press,0.03,0.16
22.26,2,press,0.05,0.33
22.31,2,press,0.0,0.24
22.35,2,press,0.02,0.24
22.4,2,press,0.04,0.24
22.44,2,press,0.04,0.16
22.48,2,press,0.05,0.16
22.53,2,press,0.04,0.33
22.57,2,press,0.04,0.24
22.62,2,press,0.02,0.24
22.67,2,press,0.06,0.33
22.72,2,press,-33.44,0.33
22.78,2,press,-56.04,0.16
22.83,2,hold,-68.32,0.24
22.92,2,hold,-71.74,0.24
23.0,2,hold,-71.54,0.16
23.09,2,hold,-71.44,0.16
23.18,2,hold,-71.34,0.08
23.26,2,hold,-71.31,0.16
23.35,2,hold,-71.24,0.16
23.43,2,hold,-71.18,0.08
23.52,2,hold,-71.14,0.16
23.6,2,hold,-71.09,0.16
23.69,2,hold,-71.06,0.08
23.77,2,hold,-71.04,0.16
23.86,2,hold,-70.99,0.08
23.95,2,hold,-70.95,0.16
24.03,2,hold,-70.95,0.08
24.12,2,hold,-70.89,0.16
24.2,2,hold,-70.87,0.16
24.29,2,hold,-70.83,0.08
24.38,2,hold,-70.81,0.16
24.46,2,hold,-70.8,0.16
24.55,2,hold,-70.79,0.16
24.63,2,hold,-70.74,0.16
24.72,2,hold,-70.72,0.16
24.81,2,hold,-70.7,0.16
24.89,2,hold,-70.67,0.16
24.97,2,hold,-70.64,0.16
25.06,2,hold,-70.62,0.16
25.15,2,hold,-70.6,0.08
25.23,2,hold,-70.57,0.16
25.32,2,hold,-70.55,0.24
25.4,2,hold,-70.56,0.16
25.49,2,hold,-70.52,0.16
25.57,2,hold,-70.5,0.16
25.66,2,hold,-70.49,0.16
25.75,2,hold,-70.46,0.24
25.83,2,hold,-70.46,0.08
25.92,2,hold,-70.43,0.08
26.01,2,hold,-70.4,0.08
26.1,2,hold,-70.38,0.08
26.18,2,hold,-70.37,0.08
26.27,2,hold,-70.34,0.16
26.35,2,hold,-70.34,0.16
26.44,2,hold,-70.31,0.16
26.52,2,hold,-70.31,0.08
26.61,2,hold,-70.29,0.16
26.7,2,hold,-70.26,0.08
26.78,2,hold,-70.26,0.16
26.87,2,hold,-70.24,0.16
26.95,2,hold,-70.24,0.16
27.04,2,hold,-70.19,0.16
27.12,2,hold,-70.2,0.16
27.21,2,hold,-70.17,0.16
27.29,2,hold,-70.16,0.16
27.38,2,hold,-70.14,0.08
27.46,2,hold,-70.11,0.08
27.55,2,hold,-70.12,0.16
27.64,2,hold,-70.11,0.16
27.72,2,hold,-70.09,0.16
27.81,2,hold,-70.06,0.16
27.88,2,vent,-70.05,0.16
27.93,2,vent,-0.59,0.16
27.97,2,vent,0.04,0.16
28.02,2,vent,0.04,0.16
28.06,2,vent,0.03,0.16
28.11,2,vent,0.04,0.24
28.15,2,vent,0.04,0.24
28.2,2,vent,0.04,0.24
28.24,2,vent,0.04,0.16
28.29,2,vent,0.03,0.16
28.33,2,vent,0.03,0.24
28.38,2,vent,0.06,0.16
28.42,2,vent,0.03,0.24
28.47,2,vent,0.04,0.24
28.51,2,vent,0.03,0.16
28.56,2,vent,0.02,0.08
28.6,2,vent,0.05,0.08
28.65,2,vent,0.04,0.24
28.69,2,vent,0.05,0.16
28.73,2,vent,0.03,0.16
28.79,2,vent,0.03,0.16
28.83,2,lift,0.06,0.08
28.88,2,lift,0.02,0.16
28.93,2,lift,0.02,0.16
28.98,2,lift,0.04,0.08
29.02,2,lift,0.03,0.08
29.07,2,lift,0.03,0.16
29.12,2,lift,0.03,0.08
29.17,2,lift,0.02,0.08
29.22,2,lift,0.03,0.08
29.27,2,lift,0.01,0.08
29.31,2,lift,0.03,0.08
29.36,2,lift,0.05,0.08
29.4,2,lift,0.02,0.08
29.45,2,lift,0.03,0.08
29.5,2,lift,0.02,0.08
29.55,2,lift,0.03,0.08
29.6,2,lift,0.01,0.08
29.65,2,lift,0.02,0.08
29.69,2,lift,0.02,0.08
29.74,2,lift,0.02,0.08
29.79,2,lift,0.02,0.08
29.84,2,lift,0.04,0.08
29.88,2,lift,0.01,0.08
29.93,2,lift,0.03,0.0
29.98,2,lift,0.05,0.08
30.03,2,lift,0.04,0.08
30.07,2,lift,0.04,0.08
30.12,2,lift,0.06,0.16
30.17,2,lift,0.04,0.08
30.22,2,lift,0.04,0.16
30.26,2,lift,0.05,0.08
30.31,2,lift,0.04,0.08
30.36,2,lift,0.04,0.08
30.41,2,lift,0.05,0.08
30.46,2,lift,0.05,0.08
30.51,2,lift,0.05,0.08
30.56,2,lift,0.04,0.08
30.6,2,lift,0.05,0.08
30.65,2,lift,0.04,0.08
30.7,2,lift,0.04,0.08
30.75,2,lift,0.05,0.16
30.79,2,lift,0.05,0.08
30.84,2,lift,0.04,0.16
30.89,2,lift,0.04,0.08
30.95,2,lift,0.03,0.16
30.99,2,lift,0.04,0.08
31.04,2,lift,0.04,0.08
31.09,2,lift,0.05,0.08
31.14,2,lift,0.06,0.08
31.19,2,lift,0.04,0.16
31.23,3,precharge,0.01,0.0
31.31,3,precharge,0.04,0.08
31.38,3,precharge,0.04,0.0
31.46,3,precharge,0.04,0.08
31.53,3,precharge,0.05,0.0
31.61,3,precharge,0.04,0.0
31.68,3,precharge,0.04,0.0
31.76,3,precharge,0.03,0.0
31.83,3,precharge,0.06,0.0
31.91,3,precharge,0.04,0.0
31.98,3,precharge,0.04,0.0
32.06,3,precharge,0.04,0.0
32.13,3,precharge,0.04,0.0
32.2,3,precharge,0.04,0.0
32.28,3,precharge,0.04,0.08
32.36,3,precharge,0.04,0.0
32.43,3,precharge,0.04,0.0
32.5,3,precharge,0.04,0.0
32.58,3,precharge,0.04,0.08
32.65,3,precharge,0.05,0.0
32.73,3,precharge,0.05,0.0
32.81,3,approach,0.04,0.0
32.86,3,approach,0.05,0.0
32.9,3,approach,0.04,0.08
32.95,3,approach,0.04,0.0
33.0,3,approach,0.04,0.08
33.05,3,approach,0.03,0.08
33.09,3,approach,0.03,0.0
33.14,3,approach,0.03,0.08
33.18,3,approach,0.03,0.08
33.23,3,approach,0.04,0.0
33.28,3,approach,0.05,0.08
33.33,3,approach,0.03,0.0
33.38,3,approach,0.03,0.0
33.43,3,approach,0.03,0.08
33.47,3,approach,0.04,0.08
33.52,3,approach,0.04,0.0
33.57,3,approach,0.04,0.08
33.62,3,approach,0.03,0.0
33.66,3,approach,0.04,0.08
33.71,3,approach,0.06,0.0
33.76,3,approach,0.06,0.08
33.81,3,approach,0.04,0.08
33.86,3,approach,0.04,0.0
33.9,3,approach,0.06,0.0
33.95,3,approach,0.04,0.0
34.0,3,approach,0.02,0.08
34.04,3,approach,0.04,0.08
34.1,3,approach,0.04,0.0
34.15,3,approach,0.05,0.08
34.19,3,approach,0.04,0.08
34.24,3,approach,0.03,0.08
34.29,3,approach,0.01,0.08
34.33,3,approach,0.03,0.08
34.38,3,approach,0.05,0.08
34.43,3,approach,0.06,0.08
34.47,3,approach,0.02,0.08
34.52,3,approach,0.04,0.08
34.57,3,approach,0.04,0.0
34.62,3,approach,0.03,0.08
34.66,3,approach,0.04,0.16
34.72,3,approach,0.04,0.08
34.77,3,approach,0.05,0.16
34.81,3,approach,0.05,0.08
34.86,3,approach,0.03,0.16
34.91,3,approach,0.03,0.08
34.95,3,approach,0.05,0.16
35.0,3,approach,0.01,0.08
35.05,3,approach,0.04,0.08
35.1,3,approach,0.04,0.08
35.15,3,approach,0.05,0.08
35.2,3,press,0.05,0.16
35.25,3,press,0.04,0.24
35.29,3,press,0.03,0.08
35.34,3,press,0.05,0.16
35.39,3,press,0.04,0.08
35.44,3,press,0.06,0.16
35.48,3,press,0.04,0.08
35.53,3,press,0.06,0.08
35.58,3,press,0.04,0.16
35.62,3,press,0.06,0.24
35.67,3,press,0.05,0.16
35.72,3,press,0.05,0.16
35.77,3,press,0.04,0.24
35.82,3,press,0.04,0.16
35.87,3,press,0.05,0.16
35.92,3,press,0.04,0.16
35.96,3,press,0.06,0.16
36.01,3,press,0.03,0.16
36.06,3,press,0.05,0.24
36.11,3,press,0.03,0.24
36.15,3,press,0.04,0.33
36.2,3,press,0.04,0.24
36.25,3,press,0.05,0.33
36.3,3,press,0.05,0.33
36.35,3,press,0.04,0.24
36.4,3,press,0.06,0.41
36.44,3,press,0.04,0.41
36.49,3,press,0.06,0.16
36.54,3,press,0.04,0.41
36.59,3,press,0.04,0.41
36.64,3,press,0.04,0.33
36.68,3,press,0.04,0.33
36.73,3,press,0.1,0.24
36.78,3,press,0.04,0.24
36.83,3,press,0.03,0.24
36.88,3,press,0.04,0.24
36.92,3,press,0.04,0.41
36.97,3,press,0.09,0.49
37.02,3,press,0.05,0.41
37.06,3,press,0.04,0.41
37.11,3,press,0.04,0.49
37.15,3,press,0.05,0.33
37.2,3,press,0.04,0.41
37.25,3,press,0.05,0.33
37.29,3,press,0.04,0.24
37.33,3,press,0.04,0.16
37.38,3,press,0.04,0.33
37.42,3,press,0.05,0.24
37.47,3,press,0.05,0.57
37.51,3,press,0.06,0.16
37.56,3,press,0.04,0.33
37.6,3,press,0.04,0.33
37.65,3,press,0.04,0.57
37.69,3,press,0.04,0.24
37.74,3,press,0.04,0.33
37.78,3,press,0.04,0.16
37.84,3,press,-33.41,0.08
37.89,3,press,-56.17,0.24
37.95,3,hold,-68.46,0.24
38.04,3,hold,-72.19,0.08
38.12,3,hold,-71.97,0.16
38.21,3,hold,-71.89,0.24
38.29,3,hold,-71.79,0.16
38.38,3,hold,-71.73,0.16
38.46,3,hold,-71.67,0.24
38.55,3,hold,-71.62,0.16
38.63,3,hold,-71.59,0.16
38.72,3,hold,-71.57,0.16
38.8,3,hold,-71.52,0.16
38.89,3,hold,-71.48,0.16
38.97,3,hold,-71.44,0.16
39.06,3,hold,-71.42,0.16
39.15,3,hold,-71.38,0.16
39.23,3,hold,-71.36,0.16
39.32,3,hold,-71.33,0.16
39.41,3,hold,-71.29,0.16
39.49,3,hold,-71.27,0.16
39.58,3,hold,-71.24,0.08
39.66,3,hold,-71.23,0.16
39.75,3,hold,-71.21,0.16
39.84,3,hold,-71.17,0.16
39.92,3,hold,-71.15,0.16
40.01,3,hold,-71.13,0.24
40.09,3,hold,-71.13,0.16
40.18,3,hold,-71.09,0.16
40.27,3,hold,-71.07,0.16
40.35,3,hold,-71.05,0.24
40.44,3,hold,-71.02,0.16
40.52,3,hold,-71.01,0.16
40.61,3,hold,-71.0,0.08
40.69,3,hold,-70.98,0.24
40.78,3,hold,-70.95,0.16
40.86,3,hold,-70.94,0.24
40.95,3,hold,-70.92,0.16
41.04,3,hold,-70.89,0.16
41.13,3,hold,-70.89,0.24
41.21,3,hold,-70.86,0.16
41.3,3,hold,-70.84,0.16
41.38,3,hold,-70.82,0.24
41.47,3,hold,-70.81,0.16
41.55,3,hold,-70.82,0.24
41.64,3,hold,-70.77,0.24
41.72,3,hold,-70.77,0.24
41.81,3,hold,-70.75,0.16
41.9,3,hold,-70.75,0.08
41.98,3,hold,-70.71,0.24
42.07,3,hold,-70.69,0.08
42.15,3,hold,-70.69,0.16
42.24,3,hold,-70.67,0.24
42.32,3,hold,-70.66,0.08
42.41,3,hold,-70.62,0.16
42.49,3,hold,-70.64,0.16
42.58,3,hold,-70.59,0.16
42.66,3,hold,-70.61,0.24
42.75,3,hold,-70.58,0.16
42.84,3,hold,-70.58,0.24
42.92,3,hold,-70.53,0.16
43.0,3,vent,-70.55,0.16
43.04,3,vent,-0.8,0.16
43.09,3,vent,0.03,0.16
43.13,3,vent,0.03,0.24
43.17,3,vent,0.05,0.16
43.22,3,vent,0.06,0.24
43.26,3,vent,0.04,0.16
43.31,3,vent,0.04,0.24
43.35,3,vent,0.04,0.16
43.4,3,vent,0.05,0.16
43.44,3,vent,0.05,0.24
43.49,3,vent,0.04,0.24
43.53,3,vent,0.04,0.24
43.57,3,vent,0.06,0.24
43.62,3,vent,0.04,0.16
43.66,3,vent,0.05,0.24
43.71,3,vent,0.04,0.16
43.75,3,vent,0.05,0.24
43.8,3,vent,0.03,0.16
43.84,3,vent,0.04,0.16
43.9,3,vent,0.03,0.16
43.94,3,lift,0.04,0.16
43.99,3,lift,0.03,0.16
44.04,3,lift,0.06,0.16
44.09,3,lift,0.02,0.16
44.14,3,lift,0.04,0.08
44.19,3,lift,0.03,0.08
44.24,3,lift,0.03,0.08
44.29,3,lift,-0.02,0.08
44.33,3,lift,0.02,0.16
44.38,3,lift,0.04,0.08
44.43,3,lift,0.02,0.08
44.47,3,lift,0.05,0.08
44.52,3,lift,0.01,0.08
44.57,3,lift,0.01,0.08
44.62,3,lift,0.04,0.08
44.67,3,lift,0.02,0.08
44.72,3,lift,0.04,0.08
44.76,3,lift,0.02,0.08
44.81,3,lift,0.01,0.08
44.86,3,lift,0.02,0.08
44.91,3,lift,0.01,0.0
44.96,3,lift,0.06,0.08
45.01,3,lift,0.02,0.08
45.06,3,lift,0.03,0.08
45.1,3,lift,0.04,0.16
45.15,3,lift,0.04,0.08
45.2,3,lift,0.04,0.08
45.25,3,lift,0.04,0.08
45.3,3,lift,0.04,0.16
45.35,3,lift,0.06,0.16
45.39,3,lift,0.05,0.08
45.44,3,lift,0.04,0.08
45.49,3,lift,0.05,0.16
45.53,3,lift,0.04,0.08
45.58,3,lift,0.04,0.08
45.63,3,lift,0.06,0.08
45.67,3,lift,0.04,0.08
45.72,3,lift,0.04,0.08
45.77,3,lift,0.06,0.08
45.82,3,lift,0.04,0.08
45.87,3,lift,0.06,0.16
45.91,3,lift,0.05,0.08
45.96,3,lift,0.06,0.08
46.01,3,lift,0.05,0.08
46.06,3,lift,0.05,0.08
46.11,3,lift,0.04,0.16
46.16,3,lift,0.05,0.08
46.2,3,lift,0.04,0.08
46.25,3,lift,0.05,0.08
46.3,3,lift,0.05,0.08
46.34,4,precharge,0.02,0.08
46.42,4,precharge,0.04,0.0
46.49,4,precharge,0.04,0.0
46.57,4,precharge,0.06,0.0
46.64,4,precharge,0.05,0.0
46.72,4,precharge,0.06,0.0
46.79,4,precharge,0.04,0.0
46.86,4,precharge,0.05,0.0
46.94,4,precharge,0.04,0.0
47.01,4,precharge,0.07,0.08
47.09,4,precharge,0.05,0.0
47.17,4,precharge,0.04,0.0
47.24,4,precharge,0.04,0.08
47.32,4,precharge,0.06,0.0
47.39,4,precharge,0.04,0.0
47.46,4,precharge,0.04,0.0
47.54,4,precharge,0.04,0.08
47.62,4,precharge,0.05,0.0
47.69,4,precharge,0.04,0.0
47.77,4,precharge,0.04,0.08
47.84,4,precharge,0.04,0.0
47.92,4,approach,0.05,0.0
47.97,4,approach,0.04,0.0
48.02,4,approach,0.06,0.08
48.07,4,approach,0.04,0.08
48.12,4,approach,0.04,0.08
48.16,4,approach,0.06,0.08
48.21,4,approach,0.04,0.0
48.26,4,approach,0.04,0.08
48.31,4,approach,0.04,0.08
48.35,4,approach,0.04,0.08
48.4,4,approach,0.04,0.08
48.45,4,approach,0.04,0.08
48.5,4,approach,0.04,0.08
48.54,4,approach,0.03,0.0
48.59,4,approach,0.05,0.08
48.64,4,approach,0.06,0.08
48.68,4,approach,0.04,0.0
48.73,4,approach,0.04,0.0
48.78,4,approach,0.06,0.08
