t,cycle,phase,kpa,amp
149.02,10,vent,0.03,0.16
149.06,10,vent,0.03,0.16
149.11,10,vent,0.03,0.16
149.15,10,vent,0.03,0.16
149.21,10,vent,0.03,0.16
149.25,10,lift,0.03,0.24
149.3,10,lift,0.04,0.16
149.35,10,lift,0.01,0.08
149.39,10,lift,0.02,0.16
149.44,10,lift,0.01,0.08
149.49,10,lift,0.01,0.08
149.54,10,lift,0.03,0.08
149.58,10,lift,0.0,0.08
149.63,10,lift,-0.02,0.08
149.68,10,lift,0.01,0.08
149.73,10,lift,0.01,0.08
149.78,10,lift,0.0,0.08
149.82,10,lift,0.0,0.08
149.87,10,lift,0.0,0.08
149.92,10,lift,0.01,0.0
149.97,10,lift,0.01,0.08
150.02,10,lift,0.01,0.08
150.07,10,lift,-0.02,0.08
150.12,10,lift,0.01,0.08
150.16,10,lift,0.0,0.0
150.21,10,lift,0.02,0.0
150.26,10,lift,0.03,0.08
150.3,10,lift,0.0,0.08
150.35,10,lift,0.01,0.08
150.4,10,lift,0.04,0.08
150.45,10,lift,0.03,0.16
150.49,10,lift,0.02,0.08
150.54,10,lift,0.02,0.16
150.59,10,lift,0.02,0.08
150.64,10,lift,0.03,0.08
150.69,10,lift,0.03,0.16
150.73,10,lift,0.03,0.08
150.78,10,lift,0.02,0.08
150.83,10,lift,0.03,0.16
150.87,10,lift,0.03,0.08
150.92,10,lift,0.03,0.08
150.97,10,lift,0.03,0.16
151.02,10,lift,0.03,0.08
151.07,10,lift,0.03,0.08
151.12,10,lift,0.03,0.08
151.16,10,lift,0.01,0.08
151.21,10,lift,0.04,0.08
151.26,10,lift,0.03,0.08
151.31,10,lift,0.04,0.08
151.36,10,lift,0.03,0.16
151.4,10,lift,0.03,0.08
151.45,10,lift,0.03,0.08
151.5,10,lift,0.03,0.08
151.55,10,lift,0.03,0.08
151.6,10,lift,0.03,0.08
151.65,11,precharge,0.02,0.08
151.72,11,precharge,0.02,0.08
151.8,11,precharge,0.04,0.08
151.87,11,precharge,0.04,0.08
151.94,11,precharge,0.03,0.0
152.02,11,precharge,0.03,0.0
152.09,11,precharge,0.03,0.0
152.17,11,precharge,0.03,0.0
152.24,11,precharge,0.03,0.0
152.32,11,precharge,0.04,0.0
152.39,11,precharge,0.02,0.0
152.46,11,precharge,0.04,0.0
152.54,11,precharge,0.03,0.0
152.61,11,precharge,0.03,0.0
152.69,11,precharge,0.03,0.0
152.76,11,precharge,0.03,0.0
152.84,11,precharge,0.03,0.0
152.91,11,precharge,0.03,0.0
152.99,11,precharge,0.02,0.08
153.06,11,precharge,0.03,0.0
153.14,11,precharge,0.04,0.0
153.21,11,approach,0.03,0.0
153.26,11,approach,0.02,0.0
153.31,11,approach,0.03,0.0
153.36,11,approach,0.02,0.08
153.4,11,approach,0.03,0.0
153.45,11,approach,0.03,0.0
153.5,11,approach,0.03,0.0
153.55,11,approach,0.03,0.08
153.59,11,approach,0.03,0.08
153.64,11,approach,0.04,0.0
153.69,11,approach,0.02,0.0
153.74,11,approach,0.04,0.08
153.79,11,approach,0.03,0.08
153.83,11,approach,0.04,0.08
153.88,11,approach,0.04,0.08
153.93,11,approach,0.02,0.08
153.98,11,approach,0.03,0.08
154.03,11,approach,0.01,0.0
154.08,11,approach,0.04,0.08
154.13,11,approach,0.02,0.0
154.18,11,approach,0.02,0.08
154.23,11,approach,0.03,0.08
154.28,11,approach,0.03,0.08
154.33,11,approach,0.04,0.08
154.37,11,approach,0.03,0.08
154.42,11,approach,0.03,0.08
154.47,11,approach,0.03,0.0
154.52,11,approach,0.03,0.08
154.57,11,approach,0.04,0.08
154.61,11,approach,0.03,0.08
154.66,11,approach,0.03,0.0
154.71,11,approach,0.04,0.08
154.75,11,approach,0.03,0.08
154.8,11,approach,0.03,0.08
154.85,11,approach,0.03,0.08
154.9,11,approach,0.03,0.0
154.95,11,approach,0.03,0.08
155.0,11,approach,0.03,0.0
155.04,11,approach,0.03,0.08
155.09,11,approach,0.03,0.0
155.14,11,approach,0.03,0.08
155.19,11,approach,0.03,0.0
155.23,11,approach,0.04,0.08
155.28,11,approach,0.03,0.08
155.33,11,approach,0.03,0.16
155.37,11,approach,0.03,0.08
155.42,11,approach,0.03,0.16
155.47,11,approach,0.04,0.08
155.52,11,approach,0.03,0.08
155.56,11,approach,0.02,0.08
155.61,11,press,0.03,0.08
155.66,11,press,0.02,0.08
155.71,11,press,0.03,0.08
155.76,11,press,0.03,0.08
155.81,11,press,0.01,0.08
155.86,11,press,0.03,0.16
155.9,11,press,0.02,0.08
155.95,11,press,0.01,0.16
156.0,11,press,0.02,0.16
156.05,11,press,0.05,0.08
156.09,11,press,0.0,0.16
156.14,11,press,0.03,0.08
156.18,11,press,0.03,0.16
156.23,11,press,0.0,0.16
156.28,11,press,0.03,0.16
156.33,11,press,0.03,0.24
156.38,11,press,0.03,0.16
156.43,11,press,0.03,0.16
156.48,11,press,0.03,0.24
156.52,11,press,0.0,0.33
156.57,11,press,0.02,0.33
156.62,11,press,0.02,0.24
156.67,11,press,0.03,0.24
156.71,11,press,0.04,0.24
156.76,11,press,0.02,0.16
156.81,11,press,0.04,0.33
156.86,11,press,0.03,0.33
156.9,11,press,0.01,0.65
156.95,11,press,0.05,0.24
157.0,11,press,0.04,0.33
157.05,11,press,0.05,0.33
157.1,11,press,0.03,0.24
157.15,11,press,0.02,0.33
157.2,11,press,0.0,0.24
157.25,11,press,0.03,0.33
157.3,11,press,0.02,0.33
157.34,11,press,0.0,0.33
157.39,11,press,0.05,0.49
157.43,11,press,0.03,0.41
157.48,11,press,0.03,0.41
157.53,11,press,0.03,0.24
157.57,11,press,0.03,0.41
157.62,11,press,0.03,0.41
157.66,11,press,0.01,0.41
157.71,11,press,0.02,0.16
157.75,11,press,0.03,0.33
157.79,11,press,0.03,0.33
157.84,11,press,0.03,0.24
157.88,11,press,0.01,0.49
157.93,11,press,0.03,0.24
157.97,11,press,0.0,0.16
158.01,11,press,0.01,0.41
158.06,11,press,0.01,0.41
158.1,11,press,0.03,0.24
158.15,11,press,0.01,0.24
158.19,11,press,0.04,0.41
158.24,11,press,-33.01,0.16
158.3,11,press,-55.59,0.16
158.35,11,hold,-67.86,0.16
158.44,11,hold,-71.94,0.24
158.52,11,hold,-71.75,0.08
158.61,11,hold,-71.66,0.16
158.69,11,hold,-71.59,0.24
158.78,11,hold,-71.54,0.16
158.87,11,hold,-71.47,0.16
158.95,11,hold,-71.42,0.16
159.04,11,hold,-71.39,0.08
159.12,11,hold,-71.36,0.16
159.21,11,hold,-71.32,0.24
159.3,11,hold,-71.28,0.24
159.38,11,hold,-71.26,0.16
159.47,11,hold,-71.22,0.16
159.55,11,hold,-71.2,0.08
159.64,11,hold,-71.18,0.24
159.72,11,hold,-71.16,0.16
159.81,11,hold,-71.13,0.16
159.89,11,hold,-71.1,0.08
159.98,11,hold,-71.08,0.16
160.06,11,hold,-71.07,0.16
160.15,11,hold,-71.04,0.24
160.24,11,hold,-71.02,0.24
160.32,11,hold,-71.0,0.16
160.41,11,hold,-70.97,0.16
160.49,11,hold,-70.96,0.16
160.58,11,hold,-70.92,0.16
160.66,11,hold,-70.92,0.08
160.75,11,hold,-70.9,0.16
160.83,11,hold,-70.87,0.16
160.92,11,hold,-70.86,0.24
161.0,11,hold,-70.84,0.16
161.09,11,hold,-70.82,0.16
161.18,11,hold,-70.81,0.08
161.26,11,hold,-70.79,0.08
161.35,11,hold,-70.77,0.24
161.43,11,hold,-70.76,0.16
161.52,11,hold,-70.74,0.16
161.6,11,hold,-70.71,0.08
161.69,11,hold,-70.7,0.24
161.78,11,hold,-70.71,0.24
161.86,11,hold,-70.66,0.16
161.95,11,hold,-70.66,0.08
162.03,11,hold,-70.64,0.24
162.12,11,hold,-70.61,0.08
162.21,11,hold,-70.61,0.16
162.29,11,hold,-70.62,0.24
162.38,11,hold,-70.59,0.16
162.46,11,hold,-70.58,0.16
162.55,11,hold,-70.56,0.16
162.63,11,hold,-70.52,0.16
162.72,11,hold,-70.52,0.24
162.8,11,hold,-70.52,0.08
162.89,11,hold,-70.49,0.08
162.97,11,hold,-70.47,0.24
163.06,11,hold,-70.47,0.16
163.15,11,hold,-70.47,0.16
163.23,11,hold,-70.44,0.24
163.32,11,hold,-70.43,0.16
163.39,11,vent,-70.4,0.16
163.44,11,vent,-0.84,0.16
163.48,11,vent,0.02,0.16
163.53,11,vent,0.01,0.24
163.57,11,vent,0.03,0.16
163.62,11,vent,0.01,0.16
163.66,11,vent,0.03,0.16
163.71,11,vent,0.01,0.24
163.75,11,vent,-0.01,0.24
163.8,11,vent,0.03,0.24
163.84,11,vent,0.03,0.24
163.88,11,vent,0.03,0.16
163.93,11,vent,0.01,0.16
163.97,11,vent,0.04,0.24
164.02,11,vent,0.02,0.24
164.06,11,vent,0.03,0.16
164.11,11,vent,0.03,0.24
164.16,11,vent,0.01,0.24
164.2,11,vent,0.02,0.16
164.24,11,vent,0.01,0.16
164.3,11,vent,0.01,0.24
164.35,11,lift,0.02,0.16
164.4,11,lift,0.01,0.16
164.44,11,lift,0.0,0.16
164.49,11,lift,0.01,0.16
164.54,11,lift,0.02,0.08
164.58,11,lift,-0.01,0.08
164.63,11,lift,0.0,0.16
164.68,11,lift,0.04,0.08
164.73,11,lift,0.01,0.08
164.78,11,lift,-0.01,0.08
164.82,11,lift,0.0,0.08
164.87,11,lift,0.0,0.0
164.92,11,lift,0.01,0.08
164.97,11,lift,0.0,0.08
165.02,11,lift,0.0,0.08
165.07,11,lift,0.0,0.08
165.11,11,lift,0.0,0.0
165.16,11,lift,0.0,0.08
165.21,11,lift,0.0,0.08
165.25,11,lift,-0.01,0.08
165.3,11,lift,-0.01,0.0
165.35,11,lift,-0.01,0.08
165.39,11,lift,0.03,0.08
165.44,11,lift,-0.01,0.08
165.49,11,lift,0.01,0.08
165.54,11,lift,0.03,0.08
165.59,11,lift,0.01,0.08
165.64,11,lift,0.04,0.16
165.69,11,lift,0.02,0.08
165.73,11,lift,0.03,0.08
165.79,11,lift,0.04,0.08
165.83,11,lift,0.03,0.08
165.88,11,lift,0.03,0.08
165.93,11,lift,0.03,0.08
165.98,11,lift,0.02,0.08
166.03,11,lift,-0.01,0.08
166.08,11,lift,0.03,0.08
166.12,11,lift,0.03,0.08
166.17,11,lift,0.03,0.08
166.22,11,lift,0.03,0.08
166.26,11,lift,0.03,0.08
166.31,11,lift,0.01,0.08
166.36,11,lift,0.03,0.08
166.41,11,lift,0.04,0.16
166.46,11,lift,0.02,0.08
166.51,11,lift,0.0,0.16
166.55,11,lift,0.01,0.08
166.6,11,lift,0.02,0.08
166.65,11,lift,0.03,0.08
166.69,11,lift,0.03,0.08
166.74,12,precharge,0.05,0.08
166.81,12,precharge,0.03,0.0
166.89,12,precharge,0.02,0.0
166.96,12,precharge,0.01,0.0
167.03,12,precharge,0.02,0.0
167.11,12,precharge,0.01,0.0
167.18,12,precharge,0.03,0.08
167.26,12,precharge,0.03,0.0
167.33,12,precharge,0.03,0.0
167.41,12,precharge,0.01,0.0
167.49,12,precharge,0.02,0.0
167.56,12,precharge,0.03,0.0
167.63,12,precharge,0.03,0.0
167.71,12,precharge,0.04,0.0
167.78,12,precharge,0.01,0.0
167.86,12,precharge,0.02,0.0
167.93,12,precharge,0.03,0.0
168.01,12,precharge,0.01,0.0
168.09,12,precharge,0.03,0.0
168.16,12,precharge,0.01,0.08
168.23,12,precharge,0.01,0.0
168.31,12,approach,0.03,0.0
168.36,12,approach,0.02,0.0
168.41,12,approach,0.03,0.0
168.46,12,approach,0.02,0.0
168.5,12,approach,0.03,0.08
168.55,12,approach,0.03,0.0
168.6,12,approach,0.03,0.0
168.64,12,approach,0.03,0.0
168.7,12,approach,0.03,0.0
168.74,12,approach,0.04,0.0
168.79,12,approach,0.03,0.08
168.83,12,approach,0.03,0.0
168.88,12,approach,0.01,0.08
168.93,12,approach,0.02,0.08
168.97,12,approach,0.02,0.0
169.02,12,approach,0.01,0.0
169.07,12,approach,0.04,0.08
169.12,12,approach,0.03,0.0
169.17,12,approach,0.0,0.0
169.22,12,approach,0.02,0.0
169.27,12,approach,0.03,0.0
169.32,12,approach,0.0,0.0
169.36,12,approach,0.03,0.08
169.41,12,approach,0.03,0.0
169.46,12,approach,0.01,0.08
169.51,12,approach,0.04,0.08
169.56,12,approach,0.04,0.0
169.61,12,approach,0.03,0.08
169.65,12,approach,0.01,0.08
169.7,12,approach,0.01,0.08
169.75,12,approach,0.03,0.0
169.79,12,approach,0.03,0.08
169.84,12,approach,0.01,0.0
169.89,12,approach,0.03,0.08
169.94,12,approach,-0.01,0.08
169.99,12,approach,0.03,0.08
170.03,12,approach,0.03,0.08
170.08,12,approach,0.02,0.0
170.13,12,approach,0.03,0.08
170.18,12,approach,0.03,0.08
170.22,12,approach,0.02,0.08
170.27,12,approach,0.01,0.0
170.32,12,approach,0.02,0.08
170.37,12,approach,0.02,0.0
170.42,12,approach,0.04,0.08
170.47,12,approach,0.02,0.08
170.52,12,approach,0.03,0.08
170.56,12,approach,0.02,0.08
170.61,12,approach,0.03,0.16
170.66,12,approach,0.03,0.08
170.71,12,press,0.02,0.08
170.75,12,press,0.03,0.16
170.8,12,press,0.03,0.08
170.85,12,press,0.02,0.16
170.9,12,press,0.03,0.08
170.94,12,press,0.03,0.16
170.99,12,press,0.02,0.08
171.04,12,press,0.03,0.08
171.09,12,press,0.03,0.16
171.14,12,press,0.03,0.08
171.18,12,press,0.03,0.08
171.23,12,press,0.04,0.16
171.28,12,press,0.02,0.16
171.33,12,press,0.01,0.33
171.37,12,press,0.03,0.24
171.42,12,press,0.02,0.24
171.47,12,press,0.03,0.24
171.52,12,press,0.03,0.41
171.57,12,press,0.04,0.24
171.61,12,press,0.03,0.16
171.66,12,press,0.03,0.24
171.71,12,press,0.03,0.16
171.76,12,press,0.02,0.24
171.81,12,press,0.02,0.33
171.85,12,press,0.03,0.24
171.9,12,press,0.04,0.49
171.95,12,press,0.04,0.41
172.0,12,press,0.01,0.33
172.05,12,press,0.06,0.41
172.09,12,press,0.04,0.24
172.14,12,press,0.03,0.24
172.19,12,press,0.05,0.16
172.24,12,press,0.05,0.33
172.28,12,press,0.03,0.24
172.33,12,press,0.05,0.24
172.38,12,press,0.03,0.57
172.43,12,press,0.03,0.16
172.48,12,press,0.04,0.49
172.52,12,press,0.02,0.41
172.57,12,press,0.03,0.33
172.62,12,press,0.03,0.57
172.66,12,press,0.04,0.33
172.71,12,press,0.03,0.41
172.75,12,press,0.03,0.33
172.8,12,press,0.03,0.24
172.84,12,press,0.03,0.33
172.88,12,press,0.03,0.41
172.93,12,press,0.03,0.49
172.97,12,press,0.01,0.24
173.02,12,press,0.03,0.33
173.06,12,press,0.01,0.41
173.11,12,press,0.03,0.33
173.15,12,press,0.03,0.16
173.19,12,press,0.0,0.24
173.24,12,press,0.02,0.41
173.28,12,press,0.03,0.41
173.34,12,press,-33.73,0.24
173.39,12,press,-56.39,0.24
173.45,12,hold,-68.25,0.24
173.53,12,hold,-71.49,0.08
173.62,12,hold,-71.28,0.24
173.71,12,hold,-71.19,0.16
173.79,12,hold,-71.14,0.24
173.88,12,hold,-71.08,0.16
173.96,12,hold,-71.02,0.08
174.05,12,hold,-70.99,0.16
174.13,12,hold,-70.94,0.16
174.22,12,hold,-70.9,0.16
174.31,12,hold,-70.87,0.08
174.39,12,hold,-70.84,0.08
174.48,12,hold,-70.82,0.16
174.56,12,hold,-70.78,0.16
174.65,12,hold,-70.76,0.16
174.73,12,hold,-70.72,0.16
174.82,12,hold,-70.7,0.08
174.9,12,hold,-70.69,0.24
174.99,12,hold,-70.67,0.08
175.07,12,hold,-70.64,0.08
175.16,12,hold,-70.61,0.16
175.24,12,hold,-70.58,0.16
175.33,12,hold,-70.57,0.24
175.41,12,hold,-70.55,0.16
175.5,12,hold,-70.52,0.16
175.59,12,hold,-70.49,0.08
175.67,12,hold,-70.49,0.16
175.76,12,hold,-70.47,0.16
175.85,12,hold,-70.44,0.08
175.93,12,hold,-70.42,0.24
176.02,12,hold,-70.41,0.16
176.1,12,hold,-70.39,0.24
176.19,12,hold,-70.38,0.08
176.27,12,hold,-70.35,0.16
176.36,12,hold,-70.34,0.16
176.44,12,hold,-70.32,0.16
176.53,12,hold,-70.32,0.16
176.62,12,hold,-70.29,0.24
176.7,12,hold,-70.25,0.08
176.79,12,hold,-70.27,0.24
176.88,12,hold,-70.23,0.16
176.96,12,hold,-70.22,0.16
177.05,12,hold,-70.2,0.24
177.13,12,hold,-70.21,0.16
177.22,12,hold,-70.17,0.16
177.3,12,hold,-70.16,0.24
177.39,12,hold,-70.14,0.16
177.47,12,hold,-70.15,0.08
177.56,12,hold,-70.11,0.16
177.65,12,hold,-70.12,0.16
177.73,12,hold,-70.09,0.08
177.81,12,hold,-70.08,0.24
177.9,12,hold,-70.06,0.16
177.99,12,hold,-70.06,0.08
178.07,12,hold,-70.02,0.24
178.15,12,hold,-70.03,0.08
178.24,12,hold,-70.02,0.16
178.33,12,hold,-70.01,0.08
178.41,12,hold,-69.99,0.24
178.49,12,vent,-69.97,0.24
178.53,12,vent,-0.91,0.16
178.58,12,vent,0.03,0.16
178.62,12,vent,0.0,0.16
178.66,12,vent,0.03,0.16
178.71,12,vent,0.01,0.16
178.75,12,vent,0.02,0.24
178.8,12,vent,0.02,0.08
178.84,12,vent,0.03,0.24
178.89,12,vent,0.01,0.16
178.93,12,vent,0.02,0.33
178.98,12,vent,0.0,0.24
179.02,12,vent,0.01,0.16
179.06,12,vent,0.03,0.08
179.11,12,vent,0.03,0.24
179.16,12,vent,0.05,0.16
179.2,12,vent,0.03,0.16
179.25,12,vent,0.03,0.08
179.29,12,vent,0.02,0.08
179.33,12,vent,0.03,0.24
179.39,12,vent,0.03,0.16
179.44,12,lift,0.03,0.16
179.48,12,lift,0.04,0.16
179.53,12,lift,0.01,0.16
179.58,12,lift,0.02,0.16
179.62,12,lift,0.01,0.08
179.67,12,lift,0.0,0.08
179.72,12,lift,0.01,0.08
179.77,12,lift,0.0,0.0
179.81,12,lift,0.0,0.08
179.86,12,lift,0.0,0.08
179.91,12,lift,0.0,0.08
179.96,12,lift,0.01,0.08
180.01,12,lift,-0.01,0.08
180.06,12,lift,0.01,0.08
180.11,12,lift,-0.01,0.08
180.16,12,lift,-0.01,0.08
180.2,12,lift,0.0,0.08
180.25,12,lift,-0.01,0.08
180.3,12,lift,0.01,0.08
180.35,12,lift,0.0,0.08
180.39,12,lift,0.01,0.08
180.44,12,lift,0.0,0.08
180.49,12,lift,0.0,0.08
180.53,12,lift,0.02,0.08
180.58,12,lift,0.03,0.08
180.63,12,lift,0.03,0.08
180.68,12,lift,0.03,0.16
180.72,12,lift,0.02,0.08
180.77,12,lift,0.03,0.08
180.82,12,lift,0.03,0.08
180.86,12,lift,0.03,0.08
180.91,12,lift,0.04,0.16
180.96,12,lift,0.01,0.08
181.01,12,lift,0.03,0.08
181.05,12,lift,0.03,0.08
181.1,12,lift,0.03,0.16
181.15,12,lift,0.01,0.08
181.2,12,lift,0.03,0.08
181.25,12,lift,0.03,0.08
181.29,12,lift,0.03,0.08
181.34,12,lift,0.03,0.16
181.38,12,lift,0.04,0.08
181.43,12,lift,0.03,0.08
181.48,12,lift,0.02,0.08
181.53,12,lift,0.04,0.16
181.57,12,lift,0.04,0.08
181.62,12,lift,0.03,0.08
181.67,12,lift,0.03,0.08
181.71,12,lift,0.03,0.08
181.76,12,lift,0.03,0.08
181.81,13,precharge,0.03,0.0
181.88,13,precharge,0.03,0.0
181.96,13,precharge,0.02,0.0
182.03,13,precharge,0.02,0.0
182.1,13,precharge,0.03,0.08
182.18,13,precharge,0.03,0.08
182.26,13,precharge,0.04,0.0
182.33,13,precharge,0.02,0.0
182.41,13,precharge,0.03,0.0
182.48,13,precharge,0.04,0.0
182.56,13,precharge,0.03,0.0
182.63,13,precharge,0.01,0.0
182.71,13,precharge,0.02,0.0
182.78,13,precharge,0.01,0.0
182.85,13,precharge,0.01,0.08
182.93,13,precharge,0.03,0.0
183.0,13,precharge,0.03,0.0
183.08,13,precharge,0.03,0.0
183.15,13,precharge,0.04,0.0
183.23,13,precharge,0.01,0.0
183.3,13,precharge,0.01,0.0
183.38,13,approach,0.01,0.0
183.43,13,approach,0.03,0.0
183.47,13,approach,0.04,0.0
183.52,13,approach,0.04,0.08
183.57,13,approach,0.03,0.0
183.61,13,approach,0.03,0.0
183.66,13,approach,0.03,0.0
183.71,13,approach,0.02,0.08
183.76,13,approach,0.04,0.0
183.8,13,approach,0.03,0.0
183.85,13,approach,0.01,0.08
183.89,13,approach,0.02,0.08
183.94,13,approach,0.04,0.16
183.99,13,approach,0.04,0.0
184.04,13,approach,0.01,0.08
184.09,13,approach,0.03,0.08
184.14,13,approach,0.03,0.08
184.19,13,approach,0.03,0.0
184.23,13,approach,0.03,0.08
184.28,13,approach,0.04,0.0
184.33,13,approach,0.04,0.16
184.38,13,approach,0.03,0.0
184.43,13,approach,0.03,0.08
184.47,13,approach,0.03,0.0
184.52,13,approach,0.03,0.08
184.57,13,approach,0.02,0.0
184.62,13,approach,0.02,0.08
184.67,13,approach,0.04,0.0
184.72,13,approach,0.03,0.08
184.77,13,approach,0.02,0.08
184.81,13,approach,0.04,0.08
184.86,13,approach,0.01,0.0
184.91,13,approach,0.02,0.08
184.95,13,approach,0.04,0.0
185.0,13,approach,0.03,0.08
185.05,13,approach,0.03,0.0
185.1,13,approach,0.03,0.08
185.15,13,approach,0.03,0.0
185.2,13,approach,0.03,0.08
185.25,13,approach,0.03,0.08
185.29,13,approach,0.04,0.08
185.34,13,approach,0.03,0.08
185.39,13,approach,0.02,0.16
185.44,13,approach,0.03,0.08
185.48,13,approach,0.03,0.08
185.53,13,approach,0.02,0.08
185.58,13,approach,0.02,0.08
185.63,13,approach,0.04,0.08
185.67,13,approach,0.02,0.08
185.72,13,approach,0.0,0.08
185.77,13,press,0.03,0.08
185.81,13,press,0.02,0.08
185.86,13,press,0.03,0.16
185.91,13,press,0.03,0.16
185.95,13,press,0.02,0.08
186.0,13,press,0.03,0.08
186.05,13,press,0.04,0.16
186.1,13,press,0.01,0.08
186.15,13,press,0.03,0.16
186.2,13,press,0.03,0.16
186.25,13,press,0.03,0.33
186.3,13,press,0.04,0.16
186.35,13,press,0.01,0.16
186.39,13,press,0.0,0.16
186.44,13,press,0.03,0.24
186.49,13,press,0.03,0.16
186.53,13,press,0.01,0.16
186.58,13,press,0.03,0.24
186.63,13,press,0.03,0.24
186.68,13,press,0.03,0.16
186.73,13,press,0.03,0.24
186.78,13,press,0.03,0.24
186.83,13,press,0.0,0.33
186.87,13,press,0.03,0.16
186.92,13,press,0.01,0.16
186.97,13,press,0.04,0.24
187.01,13,press,0.02,0.24
187.06,13,press,0.01,0.16
187.11,13,press,0.02,0.33
187.16,13,press,0.04,0.33
187.21,13,press,0.02,0.41
187.26,13,press,0.04,0.24
187.31,13,press,0.05,0.41
187.35,13,press,0.03,0.16
187.4,13,press,0.01,0.24
187.45,13,press,0.04,0.41
187.5,13,press,0.03,0.33
187.55,13,press,0.04,0.41
187.59,13,press,0.04,0.33
187.65,13,press,0.03,0.33
187.69,13,press,0.03,0.41
187.74,13,press,0.03,0.41
187.78,13,press,-0.01,0.24
187.83,13,press,0.02,0.33
187.88,13,press,0.02,0.16
187.92,13,press,0.03,0.33
187.96,13,press,0.03,0.33
188.01,13,press,0.03,0.41
188.06,13,press,0.03,0.33
188.1,13,press,0.01,0.33
188.15,13,press,0.03,0.33
188.19,13,press,0.03,0.33
188.23,13,press,0.01,0.24
188.28,13,press,0.04,0.24
188.32,13,press,0.03,0.33
188.37,13,press,0.03,0.33
188.42,13,press,-33.24,0.24
188.48,13,press,-53.07,0.16
188.53,13,hold,-68.51,0.16
188.62,13,hold,-71.59,0.08
188.7,13,hold,-71.39,0.24
188.79,13,hold,-71.31,0.16
188.87,13,hold,-71.23,0.16
188.96,13,hold,-71.16,0.16
189.04,13,hold,-71.12,0.16
189.13,13,hold,-71.08,0.16
189.21,13,hold,-71.04,0.08
189.3,13,hold,-71.0,0.08
189.39,13,hold,-70.96,0.16
189.47,13,hold,-70.92,0.16
189.56,13,hold,-70.9,0.16
189.64,13,hold,-70.86,0.08
189.73,13,hold,-70.84,0.16
189.82,13,hold,-70.81,0.24
189.9,13,hold,-70.78,0.16
189.99,13,hold,-70.75,0.16
190.07,13,hold,-70.75,0.16
190.16,13,hold,-70.73,0.24
190.24,13,hold,-70.7,0.16
190.33,13,hold,-70.67,0.24
190.42,13,hold,-70.65,0.08
190.5,13,hold,-70.64,0.16
190.59,13,hold,-70.61,0.08
190.67,13,hold,-70.58,0.24
190.76,13,hold,-70.57,0.08
190.85,13,hold,-70.55,0.08
190.93,13,hold,-70.53,0.16
191.02,13,hold,-70.52,0.16
191.1,13,hold,-70.49,0.16
191.19,13,hold,-70.49,0.16
191.27,13,hold,-70.47,0.08
191.36,13,hold,-70.44,0.16
191.44,13,hold,-70.44,0.24
191.53,13,hold,-70.41,0.16
191.61,13,hold,-70.4,0.16
191.7,13,hold,-70.37,0.24
191.78,13,hold,-70.37,0.16
191.87,13,hold,-70.34,0.16
191.95,13,hold,-70.32,0.16
192.04,13,hold,-70.32,0.16
192.13,13,hold,-70.29,0.16
192.21,13,hold,-70.28,0.16
192.3,13,hold,-70.26,0.16
192.38,13,hold,-70.28,0.24
192.47,13,hold,-70.22,0.24
192.55,13,hold,-70.23,0.16
192.64,13,hold,-70.2,0.08
192.72,13,hold,-70.2,0.16
192.81,13,hold,-70.19,0.08
192.89,13,hold,-70.18,0.16
192.98,13,hold,-70.15,0.16
193.07,13,hold,-70.16,0.16
193.15,13,hold,-70.13,0.16
193.24,13,hold,-70.12,0.08
193.32,13,hold,-70.1,0.24
193.41,13,hold,-70.09,0.16
193.49,13,hold,-70.08,0.24
193.57,13,vent,-70.06,0.16
193.61,13,vent,-0.77,0.24
193.66,13,vent,-0.02,0.24
193.7,13,vent,-0.01,0.16
193.75,13,vent,0.03,0.16
193.79,13,vent,0.01,0.24
193.83,13,vent,0.02,0.24
193.88,13,vent,0.03,0.08
193.92,13,vent,0.01,0.08
193.97,13,vent,-0.01,0.24
194.02,13,vent,0.02,0.16
194.06,13,vent,0.0,0.24
194.1,13,vent,0.03,0.24
194.15,13,vent,0.03,0.16
194.19,13,vent,0.01,0.16
194.23,13,vent,0.01,0.24
194.28,13,vent,0.03,0.24
194.32,13,vent,0.03,0.16
194.37,13,vent,0.0,0.16
194.41,13,vent,0.01,0.16
194.47,13,vent,0.03,0.16
194.51,13,lift,0.02,0.24
194.56,13,lift,0.02,0.16
194.61,13,lift,0.01,0.08
194.66,13,lift,0.01,0.16
194.7,13,lift,0.01,0.08
194.75,13,lift,-0.01,0.08
194.8,13,lift,0.03,0.08
194.84,13,lift,0.0,0.08
194.89,13,lift,-0.08,0.08
194.94,13,lift,-0.01,0.08
194.99,13,lift,0.0,0.08
195.03,13,lift,0.0,0.08
195.08,13,lift,-0.01,0.08
195.13,13,lift,0.0,0.08
195.18,13,lift,0.0,0.08
195.23,13,lift,0.0,0.0
195.27,13,lift,-0.02,0.08
195.32,13,lift,-0.01,0.08
195.37,13,lift,0.01,0.08
195.42,13,lift,-0.01,0.08
195.46,13,lift,-0.01,0.0
195.51,13,lift,-0.01,0.08
195.56,13,lift,0.01,0.08
195.61,13,lift,0.0,0.08
195.66,13,lift,0.02,0.08
195.71,13,lift,0.03,0.08
195.76,13,lift,0.03,0.08
195.81,13,lift,0.04,0.08
195.85,13,lift,0.04,0.08
195.9,13,lift,0.02,0.08
195.95,13,lift,0.01,0.08
195.99,13,lift,0.03,0.08
196.04,13,lift,0.03,0.08
196.09,13,lift,0.03,0.16
